1,76356,0.0
1.5,76356,0.0
2,76356,2.0
2.5,76356,4.0
3,76356,0.0
3.5,76356,4.0
4,76356,0.0
4.5,76356,4.0
5,76356,0.0
5.5,76356,4.0
6,76356,2.0
6.5,76356,2.0
7,76356,2.0
7.5,76356,2.0
8,76356,2.0
8.5,76356,2.0
9,76356,2.0
9.5,76356,0.0
10,76356,2.0
10.5,76356,2.0
11,76356,12.0
11.5,76356,28.0
12,76356,30.0
12.5,76356,28.0
13,76356,36.0
13.5,76356,29.4
14,76356,30.0
14.5,76356,34.0
15,76356,28.0
15.5,76356,32.0
16,76356,28.0
16.5,76356,32.0
17,76356,32.0
17.5,76356,28.0
18,76356,30.0
18.5,76356,27.5
19,76356,32.0
19.5,76356,28.0
20,76356,32.0
20.5,76356,32.0
21,76356,30.0
21.5,76356,12.0
22,76356,2.0
22.5,76356,2.0
23,76356,2.0
23.5,76356,4.0
24,76356,0.0
24.5,76356,2.0
25,76356,2.0
25.5,76356,2.0
26,76356,2.0
26.5,76356,2.0
27,76356,2.0
27.5,76356,2.0
28,76356,2.0
28.5,76356,2.0
29,76356,2.0
29.5,76356,0.0
30,76356,4.0
30.5,76356,0.0
31,76356,4.0
31.5,76356,2.0
32,76356,2.0
32.5,76356,2.0
33,76356,2.0
33.5,76356,2.0
34,76356,2.0
34.5,76356,2.0
35,76356,2.0
35.5,76356,2.0
36,76356,2.0
36.5,76356,4.0
37,76356,0.0
37.5,76356,2.0
38,76356,2.0
38.5,76356,2.0
39,76356,0.0
39.5,76356,4.0
40,76356,0.0
40.5,76356,4.0
41,76356,2.0
41.5,76356,0.0
42,76356,2.0
42.5,76356,4.0
43,76356,2.0
43.5,76356,2.0
44,76356,0.0
44.5,76356,4.0
45,76356,2.0
45.5,76356,0.0
46,76356,4.0
46.5,76356,0.0
47,76356,2.0
47.5,76356,2.0
48,76356,2.0
48.5,76356,2.0
49,76356,4.0
49.5,76356,0.0
50,76356,4.0
50.5,76356,0.0
51,76356,2.0
51.5,76356,2.0
52,76356,2.0
52.5,76356,2.0
53,76356,2.0
53.5,76356,2.0
54,76356,2.0
54.5,76356,2.0
55,76356,2.0
55.5,76356,2.0
56,76356,2.0
56.5,76356,2.0
57,76356,2.0
57.5,76356,2.0
58,76356,2.0
58.5,76356,2.0
59,76356,2.0
59.5,76356,2.0
60,76356,2.0
60.5,76356,0.0
61,76356,4.0
61.5,76356,2.0
62,76356,0.0
62.5,76356,4.0
63,76356,0.0
63.5,76356,4.0
64,76356,2.0
64.5,76356,2.0
65,76356,0.0
65.5,76356,2.0
