1,107864,0.0
1.5,107864,0.0
2,107864,2.0
2.5,107864,0.0
3,107864,2.0
3.5,107864,2.0
4,107864,0.0
4.5,107864,2.0
5,107864,0.0
5.5,107864,0.0
6,107864,2.0
6.5,107864,2.0
7,107864,0.0
7.5,107864,2.0
8,107864,0.0
8.5,107864,2.0
9,107864,0.0
9.5,107864,2.0
10,107864,0.0
10.5,107864,2.0
11,107864,14.0
11.5,107864,12.0
12,108372,12.0
12.5,108372,10.0
13,108372,14.0
13.5,108372,12.0
14,108372,14.0
14.5,108372,14.0
15,108636,13.7
15.5,108636,12.0
16,108636,16.0
16.5,108636,14.0
17,108636,14.0
17.5,108924,12.0
18,108924,14.0
18.5,108924,10.0
19,108924,12.0
19.5,108924,14.0
20,108924,14.0
20.5,108924,14.0
21,108924,7.8
21.5,108924,2.0
22,108924,2.0
22.5,108924,0.0
23,108924,2.0
23.5,108924,0.0
24,108924,0.0
24.5,108924,2.0
25,108924,0.0
25.5,108924,4.0
26,108924,0.0
26.5,108924,0.0
27,108924,2.0
27.5,108924,0.0
28,108924,2.0
28.5,108924,0.0
29,108924,2.0
29.5,108924,0.0
30,108924,2.0
30.5,108924,0.0
31,108924,2.0
31.5,108924,2.0
32,108924,0.0
32.5,108924,2.0
33,108924,0.0
33.5,108924,2.0
34,108924,0.0
34.5,108924,2.0
35,108924,2.0
35.5,108924,0.0
36,108924,2.0
36.5,108924,0.0
37,108924,2.0
37.5,108924,0.0
38,108924,2.0
38.5,108924,0.0
39,108924,2.0
39.5,108924,0.0
40,108924,2.0
40.5,108924,0.0
41,108924,2.0
41.5,108924,0.0
42,108924,2.0
42.5,108924,2.0
43,108924,0.0
43.5,108924,0.0
44,108924,2.0
44.5,108924,0.0
45,108924,2.0
45.5,108924,0.0
46,108924,2.0
46.5,108924,0.0
47,108924,2.0
47.5,108924,0.0
48,108924,2.0
48.5,108924,0.0
49,108924,2.0
49.5,108924,0.0
50,108924,0.0
50.5,108924,3.9
51,108924,0.0
51.5,108924,2.0
52,108924,0.0
52.5,108924,0.0
53,108924,2.0
53.5,108924,0.0
54,108924,2.0
54.5,108924,0.0
55,108924,2.0
55.5,108924,0.0
56,108924,2.0
56.5,108924,0.0
57,108924,2.0
57.5,108924,0.0
58,108924,0.0
58.5,108924,2.0
59,108924,0.0
59.5,108924,2.0
60,108924,0.0
60.5,108924,2.0
61,108924,2.0
61.5,108924,0.0
62,108924,2.0
62.5,108924,0.0
63,108924,2.0
63.5,108924,0.0
64,108924,2.0
64.5,108924,2.0
65,108924,0.0
65.5,108924,2.0
